Bezirksregierung,Kreis,Schulform,Schulnummer,Schulname,Sozialindex
BR Arnsberg,Stadt Bochum,Realschule,163077,"Bochum, RS Pestalozzi m. bilingual.Zweig",4
BR Arnsberg,Stadt Bochum,Realschule,163089,"Bochum, RS Höntrop",6
BR Arnsberg,Stadt Bochum,Sekundarschule,197105,"Bochum, SK Nelson-Mandela-Schule",6
BR Arnsberg,Stadt Bochum,Sekundarschule,197117,"Bochum, SK Rupert-Neudeck-Schule",5
BR Arnsberg,Stadt Bochum,Gesamtschule,100048,"Bochum, GE Bochum-Mitte",8
BR Arnsberg,Stadt Bochum,Gesamtschule,164239,"Bochum, GE Erich Kästner",4
BR Arnsberg,Stadt Bochum,Gesamtschule,188311,"Bochum, GE Heinrich-Böll-Schule",5
BR Arnsberg,Stadt Bochum,Gesamtschule,189935,"Bochum, GE Willy-Brandt",7
BR Arnsberg,Stadt Bochum,Gesamtschule,189947,"Bochum, GE Maria Sibylla Merian Schule",6
BR Arnsberg,Stadt Bochum,Gymnasium,169158,"Bochum, Gym Hildegardis-Schule",3
BR Arnsberg,Stadt Bochum,Gymnasium,169160,"Bochum, Gym Graf-Engelbert-Schule",2
BR Arnsberg,Stadt Bochum,Gymnasium,169171,"Bochum, Gym Schiller",1
BR Arnsberg,Stadt Bochum,Gymnasium,169183,"Bochum, Gym Lessing-Schule",3
BR Arnsberg,Stadt Bochum,Gymnasium,169213,"Bochum, Gym Goethe",3
BR Arnsberg,Stadt Bochum,Gymnasium,169225,"Bochum, Gym Theodor-Körner",1
BR Arnsberg,Stadt Bochum,Gymnasium,169237,"Bochum, Gym Heinrich-von-Kleist-Schule",3
BR Arnsberg,Stadt Bochum,Gymnasium,169699,"Bochum, Gym Märkische Schule",4
BR Arnsberg,Stadt Bochum,Gymnasium,169705,"Bochum, Gym Hellweg Europaschule",3
BR Arnsberg,Stadt Bochum,Gymnasium,195947,"Bochum, Gym Neues Gymnasium",2
BR Arnsberg,Stadt Dortmund,Grundschule,129150,"Dortmund, GG Steinhammerschule",6
BR Arnsberg,Stadt Dortmund,Grundschule,129161,"Dortmund, GG Hohwart",6
BR Arnsberg,Stadt Dortmund,Grundschule,129173,"Dortmund, GG Brücherhofschule",8
BR Arnsberg,Stadt Dortmund,Grundschule,129185,"Dortmund, GG Petrischule",8
BR Arnsberg,Stadt Dortmund,Grundschule,129197,"Dortmund, GG Schragmüller",4
BR Arnsberg,Stadt Dortmund,Grundschule,129203,"Dortmund, GG Herderschule",4
BR Arnsberg,Stadt Dortmund,Grundschule,129215,"Dortmund, GG Funke",7
BR Arnsberg,Stadt Dortmund,Grundschule,129227,"Dortmund, GG Erich Kästner-Schule",3
BR Arnsberg,Stadt Dortmund,Grundschule,129239,"Dortmund, GG Freiligrathschule",7
BR Arnsberg,Stadt Dortmund,Grundschule,129264,"Dortmund, KG Josef",4
BR Arnsberg,Stadt Dortmund,Grundschule,129276,"Dortmund, GG Widey",5
BR Arnsberg,Stadt Dortmund,Grundschule,129288,"Dortmund, KG Roncallischule",4
BR Arnsberg,Stadt Dortmund,Grundschule,129306,"Dortmund, KG Marienborn",4
BR Arnsberg,Stadt Dortmund,Grundschule,129318,"Dortmund, KG Elisabeth-Grundschule",2
BR Arnsberg,Stadt Dortmund,Grundschule,129355,"Dortmund, KG Gutenbergschule",9
BR Arnsberg,Stadt Dortmund,Grundschule,129379,"Dortmund, GG Kreuz",3
BR Arnsberg,Stadt Dortmund,Grundschule,129392,"Dortmund, KG Brüder-Grimm-Schule",4
BR Arnsberg,Stadt Dortmund,Grundschule,129409,"Dortmund, GG Peter-Vischer-Schule",2
BR Arnsberg,Stadt Dortmund,Grundschule,129410,"Dortmund, KG Overberg",3
BR Arnsberg,Stadt Dortmund,Grundschule,129446,"Dortmund, GG Libori",6
BR Arnsberg,Stadt Dortmund,Grundschule,129458,"Dortmund, KG Franziskusschule",3
BR Arnsberg,Stadt Dortmund,Grundschule,129460,"Dortmund, KG Winfriedschule",5
BR Arnsberg,Stadt Dortmund,Grundschule,129495,"Dortmund, KG Urbanusschule",4
BR Arnsberg,Stadt Dortmund,Grundschule,129501,"Dortmund, GG Bodelschwinghschule",4
BR Arnsberg,Stadt Dortmund,Grundschule,129513,"Dortmund, GG Reichshofschule",5
BR Arnsberg,Stadt Dortmund,Grundschule,129525,"Dortmund, GG Fine-Frau",5
BR Arnsberg,Stadt Dortmund,Grundschule,129537,"Dortmund, GG Kautskyschule",8
BR Arnsberg,Stadt Dortmund,Grundschule,129549,"Dortmund, GG Eichlinghofer",2
BR Arnsberg,Stadt Dortmund,Grundschule,129550,"Dortmund, GG Westholzschule",4
BR Arnsberg,Stadt Dortmund,Grundschule,129562,"Dortmund, GG Ostenbergschule",2
BR Arnsberg,Stadt Dortmund,Grundschule,129574,"Dortmund, GG Albrecht-Brinkmann-Schule",9
BR Arnsberg,Stadt Dortmund,Grundschule,129586,"Dortmund, GG Eichwaldschule",2
BR Arnsberg,Stadt Dortmund,Grundschule,129598,"Dortmund, GG Gilden",8
BR Arnsberg,Stadt Dortmund,Grundschule,129616,"Dortmund, GG Bach",7
BR Arnsberg,Stadt Dortmund,Grundschule,129628,"Dortmund, GG Grafenschule",5
BR Arnsberg,Stadt Dortmund,Grundschule,129630,"Dortmund, GG Stiftschule",8
BR Arnsberg,Stadt Dortmund,Grundschule,129641,"Dortmund, GG Libellen-Grundschule",9
BR Arnsberg,Stadt Dortmund,Grundschule,129653,"Dortmund, GG (Verb.) Harkortschule",5
BR Arnsberg,Stadt Dortmund,Grundschule,129665,"Dortmund, GG Comenius",5
BR Arnsberg,Stadt Dortmund,Grundschule,129677,"Dortmund, GG Westricher Schule",5
BR Arnsberg,Stadt Dortmund,Grundschule,129689,"Dortmund, GG Hansa",6
BR Arnsberg,Stadt Dortmund,Grundschule,129690,"Dortmund, GG Hangeneyschule",3
BR Arnsberg,Stadt Dortmund,Grundschule,129707,"Dortmund, GG Kirchhörderschule",2
BR Arnsberg,Stadt Dortmund,Grundschule,129719,"Dortmund, GG Bruktererschule",5
BR Arnsberg,Stadt Dortmund,Grundschule,129720,"Dortmund, GG Brechtener",2
BR Arnsberg,Stadt Dortmund,Grundschule,129732,"Dortmund, GG Wichlinghoferschule",1
BR Arnsberg,Stadt Dortmund,Grundschule,129744,"Dortmund, GG Weingartenschule am See",4
BR Arnsberg,Stadt Dortmund,Grundschule,129756,"Dortmund, GG Siegfried-Drupp",6
BR Arnsberg,Stadt Dortmund,Grundschule,129768,"Dortmund, GG Uhlandschule",6
BR Arnsberg,Stadt Dortmund,Grundschule,129770,"Dortmund, GG Fichteschule",4
BR Arnsberg,Stadt Dortmund,Grundschule,129781,"Dortmund, EG Liebigschule",2
BR Arnsberg,Stadt Dortmund,Grundschule,129793,"Dortmund, GG Dietrich-Bonhoeffer-Schule",6
BR Arnsberg,Stadt Dortmund,Grundschule,129800,"Dortmund, GG Mörike",3
BR Arnsberg,Stadt Dortmund,Grundschule,129811,"Dortmund, GG Westhausen",8
BR Arnsberg,Stadt Dortmund,Grundschule,129823,"Dortmund, GG Berghofer-Grundschule",3
BR Arnsberg,Stadt Dortmund,Grundschule,129835,"Dortmund, GG Kerschensteinerschule",3
BR Arnsberg,Stadt Dortmund,Grundschule,129847,"Dortmund, GG Schubertschule",5
BR Arnsberg,Stadt Dortmund,Grundschule,129859,"Dortmund, GG Emschertalschule",5
BR Arnsberg,Stadt Dortmund,Grundschule,129860,"Dortmund, GG Jungferntalschule",6
BR Arnsberg,Stadt Dortmund,Grundschule,129884,"Dortmund, GG Diesterwegschule",9
BR Arnsberg,Stadt Dortmund,Grundschule,129896,"Dortmund, GG Schopenhauerschule",7
BR Arnsberg,Stadt Dortmund,Grundschule,129902,"Dortmund, GG Aplerbecker-Mark-Schule",2
BR Arnsberg,Stadt Dortmund,Grundschule,129914,"Dortmund, GG Berswordt-Europa",6
BR Arnsberg,Stadt Dortmund,Grundschule,129926,"Dortmund, GG Lieberfeldschule",2
BR Arnsberg,Stadt Dortmund,Grundschule,129938,"Dortmund, GG Holte",6
BR Arnsberg,Stadt Dortmund,Grundschule,129940,"Dortmund, GG Friedensschule",7
BR Arnsberg,Stadt Dortmund,Grundschule,129963,"Dortmund, GG Steinbrinkschule",4
BR Arnsberg,Stadt Dortmund,Grundschule,129975,"Dortmund, GG Lessingschule",9
BR Arnsberg,Stadt Dortmund,Grundschule,129987,"Dortmund, GG Landgrafenschule",4
BR Arnsberg,Stadt Dortmund,Grundschule,129999,"Dortmund, GG Kruckeler",2
BR Arnsberg,Stadt Dortmund,Grundschule,130000,"Dortmund, GG Aplerbeckerschule",3
BR Arnsberg,Stadt Dortmund,Grundschule,130011,"Dortmund, GG Hellweg",3
BR Arnsberg,Stadt Dortmund,Grundschule,130023,"Dortmund, GG Gerhart-Hauptmann-Schule",5
BR Arnsberg,Stadt Dortmund,Grundschule,130035,"Dortmund, GG Benninghofer Schule",4
BR Arnsberg,Stadt Dortmund,Grundschule,130059,"Dortmund, GG Graf-Konrad-Schule",8
BR Arnsberg,Stadt Dortmund,Grundschule,130060,"Dortmund, GG Regenbogen",2
BR Arnsberg,Stadt Dortmund,Grundschule,130072,"Dortmund, GG Hoechstener Schule",1
BR Arnsberg,Stadt Dortmund,Grundschule,130096,"Dortmund, GG Mosaik-Grundschule Eving",9
BR Arnsberg,Stadt Dortmund,Grundschule,130102,"Dortmund, GG Olpketal",1
BR Arnsberg,Stadt Dortmund,Grundschule,130114,"Dortmund, GG Oesterholzschule",9
BR Arnsberg,Stadt Dortmund,Grundschule,130126,"Dortmund, GG Nordmarktschule",9
BR Arnsberg,Stadt Dortmund,Grundschule,130138,"Dortmund, GG Friedrich-Ebert-Schule",3
BR Arnsberg,Stadt Dortmund,Grundschule,130140,"Dortmund, GG Kirchderner Schule",5
BR Arnsberg,Stadt Dortmund,Grundschule,130151,"Dortmund, GG Am Dorney",4
BR Arnsberg,Stadt Dortmund,Grundschule,133607,"Dortmund, GG Eintracht",3
BR Arnsberg,Stadt Dortmund,Grundschule,133619,"Dortmund, GG Lichtendorf",1
BR Arnsberg,Stadt Dortmund,Grundschule,183842,"Dortmund, GG Buscheischule",8
BR Arnsberg,Stadt Dortmund,Grundschule,192296,"Dortmund, GG Kleine Kielstraße",9
BR Arnsberg,Stadt Dortmund,Hauptschule,147709,"Dortmund, GH Kley",8
BR Arnsberg,Stadt Dortmund,Hauptschule,147801,"Dortmund, GH Emscherschule Aplerbeck",6
BR Arnsberg,Stadt Dortmund,Hauptschule,147898,"Dortmund, GH Am Externberg",9
BR Arnsberg,Stadt Dortmund,Hauptschule,147941,"Dortmund, GH Scharnhorst",9
BR Arnsberg,Stadt Dortmund,Hauptschule,147977,"Dortmund, GH Schule am Hafen",9
BR Arnsberg,Stadt Dortmund,Hauptschule,148015,"Dortmund, GH Jeanette-Wolff-Schule",9
BR Arnsberg,Stadt Dortmund,Hauptschule,148076,"Dortmund, GH Konrad von der Mark Schule",9
BR Arnsberg,Stadt Dortmund,Hauptschule,148143,"Dortmund, KH Husenschule",6
BR Arnsberg,Stadt Dortmund,Realschule,162747,"Dortmund, RS Wilhelm-Röntgen",6
BR Arnsberg,Stadt Dortmund,Realschule,162760,"Dortmund, RS Albrecht-Dürer",4
BR Arnsberg,Stadt Dortmund,Realschule,162784,"Dortmund, RS Johann-Gutenberg-Schule",5
BR Arnsberg,Stadt Dortmund,Realschule,162796,"Dortmund, RS Ricarda-Huch",8
BR Arnsberg,Stadt Dortmund,Realschule,162814,"Dortmund, RS Gertrud-Bäumer-Schule",9
BR Arnsberg,Stadt Dortmund,Realschule,162826,"Dortmund, RS Marie-Reinders",3
BR Arnsberg,Stadt Dortmund,Realschule,162840,"Dortmund, RS Robert-Koch",4
BR Arnsberg,Stadt Dortmund,Realschule,162851,"Dortmund, RS Albert-Schweitzer",6
BR Arnsberg,Stadt Dortmund,Realschule,162863,"Dortmund, RS Droste-Hülshoff-Schule",5
BR Arnsberg,Stadt Dortmund,Realschule,162875,"Dortmund, RS Theodor-Heuss",7
BR Arnsberg,Stadt Dortmund,Realschule,162887,"Dortmund, RS Max-Born-Realschule",4
BR Arnsberg,Stadt Dortmund,Realschule,162899,"Dortmund, RS Wilhelm-Busch",4
BR Arnsberg,Stadt Dortmund,Realschule,193938,"Dortmund, RS Albert-Einstein",5
BR Arnsberg,Stadt Dortmund,Gesamtschule,100132,"Dortmund, GE Reinoldi-Gesamtschule",6
BR Arnsberg,Stadt Dortmund,Gesamtschule,100177,"Dortmund, GE im Süden",ohne
BR Arnsberg,Stadt Dortmund,Gesamtschule,164240,"Dortmund, GE Scharnhorst",7
BR Arnsberg,Stadt Dortmund,Gesamtschule,188207,"Dortmund, GE Heinrich-Böll",6
BR Arnsberg,Stadt Dortmund,Gesamtschule,188219,"Dortmund, GE Geschwister-Scholl",4
BR Arnsberg,Stadt Dortmund,Gesamtschule,188220,"Dortmund, GE Anne-Frank-Schule",9
BR Arnsberg,Stadt Dortmund,Gesamtschule,188700,"Dortmund, GE Gartenstadt",8
BR Arnsberg,Stadt Dortmund,Gesamtschule,188827,"Dortmund, GE Gustav-Heinemann",8
BR Arnsberg,Stadt Dortmund,Gesamtschule,189960,"Dortmund, GE Brünninghausen",3
BR Arnsberg,Stadt Dortmund,Gesamtschule,192820,"Dortmund, GE Martin-Luther-King",7
BR Arnsberg,Stadt Dortmund,Gesamtschule,193641,"Dortmund, GE Europaschule",4
BR Arnsberg,Stadt Dortmund,Gymnasium,169274,"Dortmund, Gym Bert-Brecht-Gymnasium",3
BR Arnsberg,Stadt Dortmund,Gymnasium,169286,"Dortmund, Gym Heisenberg",5
BR Arnsberg,Stadt Dortmund,Gymnasium,169298,"Dortmund, Gym Immanuel-Kant",3
BR Arnsberg,Stadt Dortmund,Gymnasium,169304,"Dortmund, Gym Max-Planck-Gymnasium",2
BR Arnsberg,Stadt Dortmund,Gymnasium,169328,"Dortmund, Gym Helene-Lange",2
BR Arnsberg,Stadt Dortmund,Gymnasium,169330,"Dortmund, Gym Käthe-Kollwitz",3
BR Arnsberg,Stadt Dortmund,Gymnasium,169341,"Dortmund, Gym Stadtgymnasium Dortmund",6
BR Arnsberg,Stadt Dortmund,Gymnasium,169353,"Dortmund, Gym Reinoldus u. Schiller",4
BR Arnsberg,Stadt Dortmund,Gymnasium,169390,"Dortmund, Gym Schweizer Allee",2
BR Arnsberg,Stadt Dortmund,Gymnasium,169407,"Dortmund, Gym Leibniz",3
BR Arnsberg,Stadt Dortmund,Gymnasium,169419,"Dortmund, Gym Goethe",3
BR Arnsberg,Stadt Dortmund,Gymnasium,169420,"Dortmund, Gym Helmholtz",8
BR Arnsberg,Stadt Dortmund,Gymnasium,169456,"Dortmund, Gym Phoenix",3
BR Arnsberg,Stadt Dortmund,Gymnasium,183167,"Dortmund, Gym Heinrich-Heine",4
BR Arnsberg,Stadt Hagen,Grundschule,130175,"Hagen, KG Overbergschule",2
BR Arnsberg,Stadt Hagen,Grundschule,130187,"Hagen, KG Goethe",3
BR Arnsberg,Stadt Hagen,Grundschule,130217,"Hagen, KG Meinolfschule",7
BR Arnsberg,Stadt Hagen,Grundschule,130229,"Hagen,GG(Verb.)Freiherr-vom-Stein-Schule",7
BR Arnsberg,Stadt Hagen,Grundschule,130230,"Hagen, GG Hermann-Löns",6
BR Arnsberg,Stadt Hagen,Grundschule,130242,"Hagen, GG Friedrich-Harkort-Schule",8
BR Arnsberg,Stadt Hagen,Grundschule,130254,"Hagen, GG Vincke",6
BR Arnsberg,Stadt Hagen,Grundschule,130278,"Hagen, GG Hestert",5
BR Arnsberg,Stadt Hagen,Grundschule,130291,"Hagen, GG Astrid-Lindgren",4
BR Arnsberg,Stadt Hagen,Grundschule,130308,"Hagen, GG Emst",2
BR Arnsberg,Stadt Hagen,Grundschule,130310,"Hagen, GG (Verb.) Goldbergschule",8
BR Arnsberg,Stadt Hagen,Grundschule,130321,"Hagen, GG Emil-Schumacher-Schule",9
BR Arnsberg,Stadt Hagen,Grundschule,130333,"Hagen, GG Karl-Ernst-Osthaus-Schule",3
BR Arnsberg,Stadt Hagen,Grundschule,130345,"Hagen, GG Helfe",5
BR Arnsberg,Stadt Hagen,Grundschule,130357,"Hagen, GG Kuhlerkamp",5
BR Arnsberg,Stadt Hagen,Grundschule,130369,"Hagen, GG Kipperschule",6
BR Arnsberg,Stadt Hagen,Grundschule,130370,"Hagen, GG Funckeparkschule",9
BR Arnsberg,Stadt Hagen,Grundschule,130382,"Hagen, GG Gebrüder-Grimm-Schule",8
BR Arnsberg,Stadt Hagen,Grundschule,130412,"Hagen, GG Erwin-Hegemann",9
BR Arnsberg,Stadt Hagen,Grundschule,130424,"Hagen, GG Henry-van-de-Velde-Schule",8
BR Arnsberg,Stadt Hagen,Grundschule,130436,"Hagen, GG Janusz-Korczak",9
BR Arnsberg,Stadt Hagen,Grundschule,132676,"Hagen, GG Volmetal",4
BR Arnsberg,Stadt Hagen,Grundschule,133218,"Hagen, GG Heide Hohenlimburg",3
BR Arnsberg,Stadt Hagen,Grundschule,133231,"Hagen, KG Wesselbach",2
BR Arnsberg,Stadt Hagen,Grundschule,133255,"Hagen, GG (Verb.) Im Kley",7
BR Arnsberg,Stadt Hagen,Grundschule,133401,"Hagen, GG Berchum/Garenfeld",2
BR Arnsberg,Stadt Hagen,Grundschule,185279,"Hagen, GG Boloh",5
BR Arnsberg,Stadt Hagen,Grundschule,185814,"Hagen, GG Geweke",6
BR Arnsberg,Stadt Hagen,Hauptschule,148192,"Hagen, GH Ernst-Eversbusch-Schule",9
BR Arnsberg,Stadt Hagen,Hauptschule,148258,"Hagen, GH Geschwister-Scholl-Schule",8
BR Arnsberg,Stadt Hagen,Realschule,162929,"Hagen, RS Haspe",6
BR Arnsberg,Stadt Hagen,Realschule,162930,"Hagen, RS Heinrich-Heine-Schule",7
BR Arnsberg,Stadt Hagen,Realschule,163351,"Hagen, RS Hohenlimburg",5
BR Arnsberg,Stadt Hagen,Realschule,194530,"Hagen, RS Halden",4
BR Arnsberg,Stadt Hagen,Sekundarschule,198791,"Hagen, SK Altenhagen",9
BR Arnsberg,Stadt Hagen,Sekundarschule,198808,"Hagen, SK Liselotte-Funcke-Schule",7
BR Arnsberg,Stadt Hagen,Gesamtschule,184019,"Hagen, GE Fritz-Steinhoff-Schule",6
BR Arnsberg,Stadt Hagen,Gesamtschule,189170,"Hagen, GE Haspe",6
BR Arnsberg,Stadt Hagen,Gesamtschule,189984,"Hagen, GE Eilpe",5
BR Arnsberg,Stadt Hagen,Gymnasium,169468,"Hagen, Gym Fichte",4
BR Arnsberg,Stadt Hagen,Gymnasium,169470,"Hagen, Gym Albrecht-Dürer",3
BR Arnsberg,Stadt Hagen,Gymnasium,169481,"Hagen, Gym Theodor-Heuss",3
BR Arnsberg,Stadt Hagen,Gymnasium,169511,"Hagen, Gym Christian-Rohlfs",5
BR Arnsberg,Stadt Hagen,Gymnasium,169523,"Hagen, Gym Ricarda-Huch",5
BR Arnsberg,Stadt Hagen,Gymnasium,170021,"Hagen, Gym Hohenlimburg",3
BR Arnsberg,Stadt Hamm,Grundschule,120674,"Hamm, GG Stephanus",6
BR Arnsberg,Stadt Hamm,Grundschule,120686,"Hamm, GG Josef",6
BR Arnsberg,Stadt Hamm,Grundschule,120698,"Hamm, GG Kappenbuschschule",4
BR Arnsberg,Stadt Hamm,Grundschule,120704,"Hamm, GG Gutenbergschule",9
BR Arnsberg,Stadt Hamm,Grundschule,121459,"Hamm, GG Freiligrath",5
BR Arnsberg,Stadt Hamm,Grundschule,121460,"Hamm, KG Von-Vincke",2
BR Arnsberg,Stadt Hamm,Grundschule,121472,"Hamm, GG Talschule",5
BR Arnsberg,Stadt Hamm,Grundschule,121484,"Hamm, KG Overberg",2
BR Arnsberg,Stadt Hamm,Grundschule,130461,"Hamm, GG Bodelschwinghschule",6
BR Arnsberg,Stadt Hamm,Grundschule,130473,"Hamm, GG Ludgerischule",9
BR Arnsberg,Stadt Hamm,Grundschule,130485,"Hamm, GG Johannes",7
BR Arnsberg,Stadt Hamm,Grundschule,130497,"Hamm, GG Wilhelm-Busch-Schule",8
BR Arnsberg,Stadt Hamm,Grundschule,130503,"Hamm, GG Geistschule",5
BR Arnsberg,Stadt Hamm,Grundschule,130515,"Hamm, GG Theodor-Heuss-Schule",4
BR Arnsberg,Stadt Hamm,Grundschule,130527,"Hamm, GG Matthias-Claudius",9
BR Arnsberg,Stadt Hamm,Grundschule,130539,"Hamm, GG Hermann-Gmeiner",8
BR Arnsberg,Stadt Hamm,Grundschule,130540,"Hamm, GG Ketteler",3
BR Arnsberg,Stadt Hamm,Grundschule,130552,"Hamm, GG Hellwegschule",2
BR Arnsberg,Stadt Hamm,Grundschule,130564,"Hamm, GG Dietrich-Bonhoeffer",2
BR Arnsberg,Stadt Hamm,Grundschule,135999,"Hamm, GG Jahnschule",6
BR Arnsberg,Stadt Hamm,Grundschule,136001,"Hamm, GG Schillerschule",6
BR Arnsberg,Stadt Hamm,Grundschule,136013,"Hamm, GG Lessingschule",5
BR Arnsberg,Stadt Hamm,Grundschule,136025,"Hamm, GG Selmigerheide",2
BR Arnsberg,Stadt Hamm,Grundschule,136037,"Hamm, GG Carl-Orff-Schule",1
BR Arnsberg,Stadt Hamm,Grundschule,136050,"Hamm, GG Im grünen Winkel",1
BR Arnsberg,Stadt Hamm,Grundschule,136062,"Hamm, GG (Verb.) Maximilianschule",2
BR Arnsberg,Stadt Hamm,Grundschule,186107,"Hamm, GG Gebrüder-Grimm-Schule",3
BR Arnsberg,Stadt Hamm,Hauptschule,144174,"Hamm, GH Martin-Luther",7
BR Arnsberg,Stadt Hamm,Hauptschule,144551,"Hamm, GH Albert-Schweitzer-Schule",6
BR Arnsberg,Stadt Hamm,Hauptschule,148349,"Hamm, GH Karlschule",9
BR Arnsberg,Stadt Hamm,Hauptschule,148350,"Hamm, GH Anne-Frank-Schule",9
BR Arnsberg,Stadt Hamm,Hauptschule,150782,"Hamm, GH Erlenbachschule",5
BR Arnsberg,Stadt Hamm,Realschule,161380,"Hamm, RS Heessen",5
BR Arnsberg,Stadt Hamm,Realschule,161548,"Hamm, RS Bockum-Hövel",4
BR Arnsberg,Stadt Hamm,Realschule,162980,"Hamm, RS Friedrich-Ebert",7
BR Arnsberg,Stadt Hamm,Realschule,163764,"Hamm, RS Mark",2
BR Arnsberg,Stadt Hamm,Realschule,194177,"Hamm, RS Konrad-Adenauer-Realschule",1
BR Arnsberg,Stadt Hamm,Gesamtschule,100051,"Hamm, GE Arnold-Freymuth-Gesamtschule",6
BR Arnsberg,Stadt Hamm,Gesamtschule,189250,"Hamm, GE Friedens",5
BR Arnsberg,Stadt Hamm,Gesamtschule,189807,"Hamm, GE Sophie-Scholl-Schule",5
BR Arnsberg,Stadt Hamm,Gymnasium,169559,"Hamm, Gym Galilei",4
BR Arnsberg,Stadt Hamm,Gymnasium,169560,"Hamm, Gym Beisenkamp-Gymnasium",2
BR Arnsberg,Stadt Hamm,Gymnasium,169572,"Hamm, Gym Hammonense",2
BR Arnsberg,Stadt Hamm,Gymnasium,169584,"Hamm, Gym Märkisches",4
BR Arnsberg,Stadt Hamm,Gymnasium,169596,"Hamm, Gym Freiherr-vom-Stein",1
BR Arnsberg,Stadt Herne,Grundschule,100014,"Herne, GG Kolibri-Schule",5
BR Arnsberg,Stadt Herne,Grundschule,100116,"Herne, GG Galileo-Schule",8
BR Arnsberg,Stadt Herne,Grundschule,130576,"Herne, KG an der Bergstraße",1
BR Arnsberg,Stadt Herne,Grundschule,130588,"Herne, GG an der Vellwigstraße",2
BR Arnsberg,Stadt Herne,Grundschule,130618,"Herne, GG an der Max-Wiethoff-Straße",6
BR Arnsberg,Stadt Herne,Grundschule,130643,"Herne, GG an der Forellstraße",6
BR Arnsberg,Stadt Herne,Grundschule,130679,"Herne, GG an der Ohmstraße",8
BR Arnsberg,Stadt Herne,Grundschule,130680,"Herne, GG Pantrings Hof",3
BR Arnsberg,Stadt Herne,Grundschule,130722,"Herne, GG Kunterbunt",8
BR Arnsberg,Stadt Herne,Grundschule,130734,"Herne, GG an der Börsinghauser Straße",3
BR Arnsberg,Stadt Herne,Grundschule,130977,"Herne, GG am Eickeler Park",3
BR Arnsberg,Stadt Herne,Grundschule,130989,"Herne, GG Freiherr-vom-Stein-Schule",8
BR Arnsberg,Stadt Herne,Grundschule,130990,"Herne, GG Sonnenschule",4
BR Arnsberg,Stadt Herne,Grundschule,131003,"Herne, GG Horstschule",4
BR Arnsberg,Stadt Herne,Grundschule,131015,"Herne, GG Südschule",6
BR Arnsberg,Stadt Herne,Grundschule,131027,"Herne, GG Laurentiusschule",6
BR Arnsberg,Stadt Herne,Grundschule,131039,"Herne, GG Claudiusschule",6
BR Arnsberg,Stadt Herne,Grundschule,131040,"Herne, GG Michaelschule",5
BR Arnsberg,Stadt Herne,Grundschule,131052,"Herne, GG Europaschule Königstraße",5
BR Arnsberg,Stadt Herne,Grundschule,131064,"Herne, GG Josefschule",9
BR Arnsberg,Stadt Herne,Grundschule,186685,"Herne, GG Schillerschule",5
BR Arnsberg,Stadt Herne,Grundschule,196540,"Herne, GG am Jürgens Hof",6
BR Arnsberg,Stadt Herne,Hauptschule,148453,"Herne, GH Hans-Tilkowski-Schule",5
BR Arnsberg,Stadt Herne,Realschule,162991,"Herne, RS Sodingen",4
BR Arnsberg,Stadt Herne,Realschule,163004,"Herne, RS Strünkede",6
BR Arnsberg,Stadt Herne,Realschule,163053,"Herne, RS Crange",7
BR Arnsberg,Stadt Herne,Realschule,163065,"Herne, RS An der Burg",6
BR Arnsberg,Stadt Herne,Gesamtschule,186740,"Herne, GE Wanne-Eickel",9
BR Arnsberg,Stadt Herne,Gesamtschule,188748,"Herne, GE Mont-Cenis",7
BR Arnsberg,Stadt Herne,Gesamtschule,189339,"Herne, GE Erich-Fried",6
BR Arnsberg,Stadt Herne,Gymnasium,169602,"Herne, Gym Haranni",5
BR Arnsberg,Stadt Herne,Gymnasium,169614,"Herne, Gym Pestalozzi",5
BR Arnsberg,Stadt Herne,Gymnasium,169626,"Herne, Gym Otto-Hahn",3
BR Arnsberg,Stadt Herne,Gymnasium,169675,"Herne, Gym Wanne",5
BR Arnsberg,Stadt Herne,Gymnasium,169687,"Herne, Gym Eickel",3
BR Detmold,Kreis Gütersloh,Grundschule,124059,"Harsewinkel, KG Kardinal-von-Galen",4
BR Detmold,Kreis Gütersloh,Grundschule,124060,"Harsewinkel,GG(Verb.)Astrid-Lind/St.Joh.",5
BR Detmold,Kreis Gütersloh,Grundschule,124084,"Harsewinkel, GG Marienschule",3
BR Detmold,Kreis Gütersloh,Grundschule,124370,"Schloß Holte-Stukenbrock, GG Michael",3
BR Detmold,Kreis Gütersloh,Grundschule,124382,"Schloß Holte-Stukenbrock, KG Stukenbrock",3
BR Detmold,Kreis Gütersloh,Grundschule,125258,"Borgholzhausen,GG (Verb.) Violenbachsch.",3
BR Detmold,Kreis Gütersloh,Grundschule,125271,"Steinhagen, GG Amshausen",2
BR Detmold,Kreis Gütersloh,Grundschule,125283,"Steinhagen, GG Brockhagen",2
BR Detmold,Kreis Gütersloh,Grundschule,125295,"Halle, GG Gartnisch",4
BR Detmold,Kreis Gütersloh,Grundschule,125301,"Halle, GG Hörste",1
BR Detmold,Kreis Gütersloh,Grundschule,125313,"Halle, GG Künsebeck",3
BR Detmold,Kreis Gütersloh,Grundschule,125325,"Steinhagen, GG Pestalozzistr.",3
BR Detmold,Kreis Gütersloh,Grundschule,125349,"Versmold, GG (Verb.) Loxten-Bockhorst",2
BR Detmold,Kreis Gütersloh,Grundschule,125362,"Versmold,GG(Verb.)Pecke.-Oesterw./Hessel",2
