Bezirksregierung,Kreis,Schulform,Schulnummer,Schulname,Sozialindex
BR Arnsberg,Kreis Siegen-Wittgenstein,Gymnasium,170343,"Siegen, Gym Peter-Paul-Rubens",6
BR Arnsberg,Kreis Siegen-Wittgenstein,Gymnasium,170367,"Kreuztal, Gym Zum Erbstollen",2
BR Arnsberg,Kreis Siegen-Wittgenstein,Gymnasium,170379,"Neunkirchen, Gym Dietrich-Bonhoeffer",1
BR Arnsberg,Kreis Siegen-Wittgenstein,Gymnasium,170483,"Bad Berleburg, Gym Johannes-Althusius",1
BR Arnsberg,Kreis Siegen-Wittgenstein,Gymnasium,170501,"Bad Laasphe, Gym Steinackerstr.",2
BR Arnsberg,Kreis Siegen-Wittgenstein,Gymnasium,190615,"Netphen, Gym Haardtstraße",1
BR Arnsberg,Kreis Siegen-Wittgenstein,Gymnasium,190639,"Wilnsdorf, Gym Hoheroth",1
BR Arnsberg,Kreis Soest,Grundschule,120765,"Lippstadt, KG Niels-Stensen-Schule",2
BR Arnsberg,Kreis Soest,Grundschule,132287,"Warstein, KG (Verb.) Lioba-Schule",4
BR Arnsberg,Kreis Soest,Grundschule,133668,"Geseke, KG Alfred-Delp-Schule",4
BR Arnsberg,Kreis Soest,Grundschule,133670,"Geseke, KG Dr.-Adenauer-Schule",4
BR Arnsberg,Kreis Soest,Grundschule,133681,"Geseke, KG St.Marienschule",3
BR Arnsberg,Kreis Soest,Grundschule,133700,"Lippstadt, GG (Verb.) Friedrichschule",5
BR Arnsberg,Kreis Soest,Grundschule,133711,"Lippstadt, GG Hans-Christian-Andersen",3
BR Arnsberg,Kreis Soest,Grundschule,133723,"Lippstadt, GG an der Pappelallee",8
BR Arnsberg,Kreis Soest,Grundschule,133735,"Lippstadt, GG Josefschule",4
BR Arnsberg,Kreis Soest,Grundschule,133747,"Lippstadt, GG Nikolaischule",4
BR Arnsberg,Kreis Soest,Grundschule,133760,"Lippstadt, GG Martin-Schule",4
BR Arnsberg,Kreis Soest,Grundschule,133772,"Lippstadt, GG (Verb.) Lipperode-Lipperbr",3
BR Arnsberg,Kreis Soest,Grundschule,133784,"Anröchte, KG (Verb.) Pankratiusschule",2
BR Arnsberg,Kreis Soest,Grundschule,133802,"Lippstadt, GG Benninghausen",2
BR Arnsberg,Kreis Soest,Grundschule,133814,"Erwitte, GG Erich Kästner",2
BR Arnsberg,Kreis Soest,Grundschule,133838,"Erwitte, GG Astrid-Lindgren",2
BR Arnsberg,Kreis Soest,Grundschule,133863,"Rüthen, GG Luzia-Schule",1
BR Arnsberg,Kreis Soest,Grundschule,133875,"Rüthen, GG (Verb.) Nikolausschule",3
BR Arnsberg,Kreis Soest,Grundschule,133899,"Lippstadt, GG (Verb.) Im Kleefeld",2
BR Arnsberg,Kreis Soest,Grundschule,133917,"Geseke, KG Pankratiusschule",1
BR Arnsberg,Kreis Soest,Grundschule,135355,"Ense, GG Bernhardusschule Niederense",2
BR Arnsberg,Kreis Soest,Grundschule,135367,"Ense, KG Fürstenberg",1
BR Arnsberg,Kreis Soest,Grundschule,135379,"Ense, GG Höingen",2
BR Arnsberg,Kreis Soest,Grundschule,135380,"Lippetal, KG St. Stephanus-Schule",2
BR Arnsberg,Kreis Soest,Grundschule,135392,"Lippetal, KG St. Ida-Schule Herzfeld",2
BR Arnsberg,Kreis Soest,Grundschule,135409,"Lippetal, KG Ludgerus-Schule Lippborg",2
BR Arnsberg,Kreis Soest,Grundschule,135434,"Möhnesee, GG (Verb.) Möhnesee",1
BR Arnsberg,Kreis Soest,Grundschule,135446,"Bad Sassendorf, GG Sälzer",2
BR Arnsberg,Kreis Soest,Grundschule,135458,"Soest, GG Hellweg",1
BR Arnsberg,Kreis Soest,Grundschule,135460,"Soest, GG Johannes",7
BR Arnsberg,Kreis Soest,Grundschule,135471,"Soest, KG Patroklischule",2
BR Arnsberg,Kreis Soest,Grundschule,135483,"Soest, GG Petrischule",2
BR Arnsberg,Kreis Soest,Grundschule,135495,"Soest, GG Wiese",2
BR Arnsberg,Kreis Soest,Grundschule,135501,"Soest, KG Bruno",3
BR Arnsberg,Kreis Soest,Grundschule,135513,"Welver, GG Borgeln",1
BR Arnsberg,Kreis Soest,Grundschule,135525,"Welver, GG Bernhard-Honkamp-Schule",2
BR Arnsberg,Kreis Soest,Grundschule,135537,"Werl, KG Walburgisschule",4
BR Arnsberg,Kreis Soest,Grundschule,135549,"Werl, KG St.Josef-Schule",1
BR Arnsberg,Kreis Soest,Grundschule,135550,"Werl, KG Marienschule",1
BR Arnsberg,Kreis Soest,Grundschule,135562,"Werl, KG Petrischule",6
BR Arnsberg,Kreis Soest,Grundschule,135586,"Wickede, GG Melanchthonschule",2
BR Arnsberg,Kreis Soest,Grundschule,135598,"Wickede, GG Engelhardschule",3
BR Arnsberg,Kreis Soest,Grundschule,151622,"Warstein, KG Johannesschule",2
BR Arnsberg,Kreis Soest,Grundschule,151634,"Warstein, KG St. Margaretha-Schule",2
BR Arnsberg,Kreis Soest,Grundschule,151660,"Erwitte, KG Cyriakus",1
BR Arnsberg,Kreis Soest,Grundschule,188578,"Soest, GG Georgschule",2
BR Arnsberg,Kreis Soest,Grundschule,192429,"Soest, GG Astrid-Lindgren-Schule",8
BR Arnsberg,Kreis Soest,Grundschule,193483,"Werl, KG Norbertschule",5
BR Arnsberg,Kreis Soest,Grundschule,194694,"Warstein, GG Westerberg",3
BR Arnsberg,Kreis Soest,Hauptschule,149792,"Lippstadt, GH Kopernikusschule",5
BR Arnsberg,Kreis Soest,Realschule,163430,"Lippstadt, RS Drost-Rose",3
BR Arnsberg,Kreis Soest,Realschule,163442,"Lippstadt, RS Edith-Stein-Schule",4
BR Arnsberg,Kreis Soest,Realschule,163454,"Lippstadt, RS Graf-Bernhard-Schule",1
BR Arnsberg,Kreis Soest,Realschule,163685,"Soest, RS Christian-Rohlfs-Schule",2
BR Arnsberg,Kreis Soest,Sekundarschule,196976,"Anröchte, SK Anröchte/Erwitte",3
BR Arnsberg,Kreis Soest,Sekundarschule,197038,"Werl, SK Kucklermühlenweg",5
BR Arnsberg,Kreis Soest,Sekundarschule,197051,"Wickede, SK Wickede (Ruhr)",3
BR Arnsberg,Kreis Soest,Sekundarschule,198067,"Geseke, SK Auf den Strickern",3
BR Arnsberg,Kreis Soest,Sekundarschule,198780,"Ense, SK Conrad-von-Ense-Schule",2
BR Arnsberg,Kreis Soest,Sekundarschule,198857,"Möhnesee, SK Möhnesee-Schule",1
BR Arnsberg,Kreis Soest,Sekundarschule,198882,"Warstein, SK Pietrapaola-Platz",3
BR Arnsberg,Kreis Soest,Sekundarschule,199450,"Soest, SK Troyesweg",5
BR Arnsberg,Kreis Soest,Gesamtschule,192776,"Soest, GE Hannah-Arendt",4
BR Arnsberg,Kreis Soest,Gesamtschule,195960,"Lippstadt, GE Ulmenstraße",3
BR Arnsberg,Kreis Soest,Gesamtschule,199801,"Lippetal, GE Lippetalschule",1
BR Arnsberg,Kreis Soest,Gymnasium,169900,"Warstein, Gym Europa-Gymnasium",2
BR Arnsberg,Kreis Soest,Gymnasium,170112,"Geseke, Gym Antonianum",1
BR Arnsberg,Kreis Soest,Gymnasium,170148,"Lippstadt, Gym Europaschule Ostendorf",3
BR Arnsberg,Kreis Soest,Gymnasium,170150,"Erwitte, Gym Glasmerweg",2
BR Arnsberg,Kreis Soest,Gymnasium,170173,"Rüthen, Gym Friedrich-Spee",1
BR Arnsberg,Kreis Soest,Gymnasium,170380,"Soest, Gym Europaschule Aldegrever",2
BR Arnsberg,Kreis Soest,Gymnasium,170392,"Soest, Gym Conrad-von-Soest",1
BR Arnsberg,Kreis Soest,Gymnasium,170409,"Soest, Gym Archi",1
BR Arnsberg,Kreis Soest,Gymnasium,170410,"Werl, Gym Marien",2
BR Arnsberg,Kreis Unna,Grundschule,121496,"Werne, KG Wiehagenschule",3
BR Arnsberg,Kreis Unna,Grundschule,121526,"Werne, KG Uhland",3
BR Arnsberg,Kreis Unna,Grundschule,121599,"Lünen, GG Matthias-Claudius-Schule",2
BR Arnsberg,Kreis Unna,Grundschule,121605,"Lünen, GG am Heikenberg",4
BR Arnsberg,Kreis Unna,Grundschule,121629,"Lünen, KG Kardinal-von-Galen-Schule",2
BR Arnsberg,Kreis Unna,Grundschule,121630,"Lünen, KG Gottfriedschule",2
BR Arnsberg,Kreis Unna,Grundschule,121654,"Selm, GG (Verb.) Auf den Äckern",3
BR Arnsberg,Kreis Unna,Grundschule,121680,"Selm, KG Ludgeri",2
BR Arnsberg,Kreis Unna,Grundschule,121708,"Werne, KG Kardinal-von-Galen-Schule",2
BR Arnsberg,Kreis Unna,Grundschule,130849,"Lünen, GG Wittekind",9
BR Arnsberg,Kreis Unna,Grundschule,130850,"Lünen, GG (Verb.) Osterfeld",6
BR Arnsberg,Kreis Unna,Grundschule,130862,"Lünen, GG (Verb.) Overbergschule",7
BR Arnsberg,Kreis Unna,Grundschule,130874,"Lünen, GG Viktoria",9
BR Arnsberg,Kreis Unna,Grundschule,130886,"Lünen, KG Elisabeth",3
BR Arnsberg,Kreis Unna,Grundschule,130898,"Lünen, KG Leo",3
BR Arnsberg,Kreis Unna,Grundschule,130904,"Lünen, GG Schule am Lüserbach",2
BR Arnsberg,Kreis Unna,Grundschule,133358,"Schwerte, GG Friedrich-Kayser-Schule",9
BR Arnsberg,Kreis Unna,Grundschule,133360,"Schwerte, GG Lenningskamp",3
BR Arnsberg,Kreis Unna,Grundschule,133383,"Schwerte, GG Heide",2
BR Arnsberg,Kreis Unna,Grundschule,133413,"Schwerte, EG Ergste",2
BR Arnsberg,Kreis Unna,Grundschule,133620,"Schwerte, GG Villigst",1
BR Arnsberg,Kreis Unna,Grundschule,133644,"Schwerte, GG Reichshofschule",3
BR Arnsberg,Kreis Unna,Grundschule,135604,"Kamen, GG Eichendorff",3
BR Arnsberg,Kreis Unna,Grundschule,135616,"Kamen, GG Diesterweg",4
BR Arnsberg,Kreis Unna,Grundschule,135630,"Kamen, GG (Verb.) Südschule",3
BR Arnsberg,Kreis Unna,Grundschule,135653,"Kamen, GG Astrid-Lindgren-Schule",3
BR Arnsberg,Kreis Unna,Grundschule,135665,"Kamen, GG Friedrich-Ebert",6
BR Arnsberg,Kreis Unna,Grundschule,135677,"Kamen, GG Jahn",2
BR Arnsberg,Kreis Unna,Grundschule,135690,"Unna, GG Lünern",1
BR Arnsberg,Kreis Unna,Grundschule,135707,"Unna, GG Hemmerde",1
BR Arnsberg,Kreis Unna,Grundschule,135719,"Unna, GG Falkschule",5
BR Arnsberg,Kreis Unna,Grundschule,135720,"Unna, GG Sonnenschule",1
BR Arnsberg,Kreis Unna,Grundschule,135732,"Unna, GG Schillerschule",2
BR Arnsberg,Kreis Unna,Grundschule,135744,"Unna, GG Grilloschule",4
BR Arnsberg,Kreis Unna,Grundschule,135756,"Unna, KG Katharinenschule",3
BR Arnsberg,Kreis Unna,Grundschule,135768,"Unna, GG am Friedrichsborn",6
BR Arnsberg,Kreis Unna,Grundschule,135770,"Unna, GG Nicolai",4
BR Arnsberg,Kreis Unna,Grundschule,135781,"Unna, GG Osterfeldschule",1
BR Arnsberg,Kreis Unna,Grundschule,135793,"Bergkamen, GG Gerhart-Hauptmann-Schule",7
BR Arnsberg,Kreis Unna,Grundschule,135823,"Bergkamen, GG Schiller",2
BR Arnsberg,Kreis Unna,Grundschule,135835,"Bergkamen, GG Freiherr-von-Ketteler",1
BR Arnsberg,Kreis Unna,Grundschule,135847,"Bergkamen, GG Preinschule",4
BR Arnsberg,Kreis Unna,Grundschule,135859,"Bergkamen, GG Jahn",2
BR Arnsberg,Kreis Unna,Grundschule,135860,"Bergkamen, GG Overberger",1
BR Arnsberg,Kreis Unna,Grundschule,135872,"Bergkamen, GG Pfalz",4
BR Arnsberg,Kreis Unna,Grundschule,135884,"Fröndenberg/Ruhr, GG Friedhofstr.",2
BR Arnsberg,Kreis Unna,Grundschule,135896,"Fröndenberg/Ruhr, KG Overbergschule",2
BR Arnsberg,Kreis Unna,Grundschule,135902,"Fröndenberg/Ruhr, GG Sonnenbergschule",1
BR Arnsberg,Kreis Unna,Grundschule,135926,"Bönen, GG Goetheschule",3
BR Arnsberg,Kreis Unna,Grundschule,135938,"Bönen, GG Hellwegschule",3
BR Arnsberg,Kreis Unna,Grundschule,135951,"Holzwickede, GG Nordschule",4
BR Arnsberg,Kreis Unna,Grundschule,135963,"Holzwickede, GG Paul-Gerhardt-Schule",1
BR Arnsberg,Kreis Unna,Grundschule,135975,"Holzwickede, KG Aloysiusschule",5
BR Arnsberg,Kreis Unna,Grundschule,135987,"Holzwickede, EG Dudenroth",2
BR Arnsberg,Kreis Unna,Grundschule,186119,"Lünen, GG Auf dem Kelm",6
BR Arnsberg,Kreis Unna,Grundschule,186508,"Schwerte, GG Albert-Schweitzer-Schule",4
BR Arnsberg,Kreis Unna,Grundschule,187343,"Unna, GG Liedbachschule",1
BR Arnsberg,Kreis Unna,Grundschule,191218,"Selm, GG Overbergschule",4
BR Arnsberg,Kreis Unna,Hauptschule,148532,"Lünen, GH ProfilSchuleLünen-Brambauer",9
BR Arnsberg,Kreis Unna,Hauptschule,148544,"Lünen, GH Heinrich-Bussmann-Schule",6
BR Arnsberg,Kreis Unna,Hauptschule,150721,"Bönen, GH Pestalozzischule",5
BR Arnsberg,Kreis Unna,Hauptschule,150733,"Holzwickede, GH Josef-Reding-Schule",5
BR Arnsberg,Kreis Unna,Hauptschule,194566,"Kamen, GH Am Koppelteich",8
BR Arnsberg,Kreis Unna,Realschule,163028,"Lünen, RS Altlünen",4
BR Arnsberg,Kreis Unna,Realschule,163030,"Lünen, RS Brambauer",4
BR Arnsberg,Kreis Unna,Realschule,163041,"Lünen, RS Ludwig-Uhland",4
BR Arnsberg,Kreis Unna,Realschule,163727,"Bergkamen, RS Freiherr-vom-Stein",4
BR Arnsberg,Kreis Unna,Realschule,163739,"Bergkamen, RS Oberaden",4
BR Arnsberg,Kreis Unna,Realschule,163740,"Bönen, RS Humboldt",3
BR Arnsberg,Kreis Unna,Realschule,187288,"Unna, RS Hellweg",2
BR Arnsberg,Kreis Unna,Realschule,194578,"Kamen, RS Fridtjof-Nansen",4
BR Arnsberg,Kreis Unna,Sekundarschule,197130,"Werne, SK Marga-Spiegel-Sekundarschule",4
BR Arnsberg,Kreis Unna,Sekundarschule,198870,"Selm, SK Selma-Lagerlöf",5
BR Arnsberg,Kreis Unna,Gesamtschule,164290,"Fröndenberg/Ruhr, GE Im Wiesengrund",3
BR Arnsberg,Kreis Unna,Gesamtschule,188517,"Lünen, GE Geschwister-Scholl-Schule",4
BR Arnsberg,Kreis Unna,Gesamtschule,189133,"Unna, GE Peter-Weiss",4
BR Arnsberg,Kreis Unna,Gesamtschule,190032,"Bergkamen, GE Willy-Brandt-Gesamtschule",5
BR Arnsberg,Kreis Unna,Gesamtschule,190986,"Lünen, GE Käthe-Kollwitz",5
BR Arnsberg,Kreis Unna,Gesamtschule,191190,"Schwerte, GE Gänsewinkel",3
BR Arnsberg,Kreis Unna,Gesamtschule,191231,"Unna, GE Werner-von-Siemens",4
BR Arnsberg,Kreis Unna,Gesamtschule,194487,"Kamen, GE Gutenbergstraße",4
BR Arnsberg,Kreis Unna,Gesamtschule,199825,"Schwerte, GE Theodor-Fleitmann",5
BR Arnsberg,Kreis Unna,Gymnasium,168178,"Werne, Gym Anne-Frank",2
BR Arnsberg,Kreis Unna,Gymnasium,168180,"Lünen, Gym Altlünen",3
BR Arnsberg,Kreis Unna,Gymnasium,169663,"Lünen, Gym Freiherr-vom-Stein",3
BR Arnsberg,Kreis Unna,Gymnasium,170070,"Schwerte, Gym Friedrich-Bährens",2
BR Arnsberg,Kreis Unna,Gymnasium,170082,"Schwerte, Gym Ruhrtal",2
BR Arnsberg,Kreis Unna,Gymnasium,170434,"Kamen, Gym Hammer Str.",2
BR Arnsberg,Kreis Unna,Gymnasium,170446,"Unna, Gym Geschwister-Scholl",3
BR Arnsberg,Kreis Unna,Gymnasium,170458,"Unna, Gym Ernst-Barlach",1
BR Arnsberg,Kreis Unna,Gymnasium,170460,"Unna, Gym Pestalozzi",2
BR Arnsberg,Kreis Unna,Gymnasium,170471,"Bergkamen, Gym Hubert-Biernat-Str.",3
BR Arnsberg,Kreis Unna,Gymnasium,190275,"Selm, Gym Campus",3
BR Arnsberg,Kreis Unna,Gymnasium,192168,"Holzwickede, Gym Clara-Schumann",2
BR Arnsberg,Kreis Unna,Gymnasium,194130,"Bönen, Gym Marie-Curie",2
BR Arnsberg,Märkischen Kreis,Grundschule,100038,"Lüdenscheid, GG Wefelshohl",6
BR Arnsberg,Märkischen Kreis,Grundschule,100091,"Lüdenscheid, GG Ida Gerhardi",5
BR Arnsberg,Märkischen Kreis,Grundschule,100119,"Herscheid, GG Rahlenberg",2
BR Arnsberg,Märkischen Kreis,Grundschule,130758,"Iserlohn, GG Bömberg",6
BR Arnsberg,Märkischen Kreis,Grundschule,130760,"Iserlohn, GG Lichte Kammer",7
BR Arnsberg,Märkischen Kreis,Grundschule,130783,"Iserlohn, GG (Verb.) Nußberg",5
BR Arnsberg,Märkischen Kreis,Grundschule,130795,"Iserlohn, GG Im Wiesengrund",7
BR Arnsberg,Märkischen Kreis,Grundschule,130813,"Iserlohn, GG Burgschule",8
BR Arnsberg,Märkischen Kreis,Grundschule,130825,"Iserlohn, GG Südschule",8
BR Arnsberg,Märkischen Kreis,Grundschule,131350,"Altena, GG Breitenhagen",5
BR Arnsberg,Märkischen Kreis,Grundschule,131404,"Plettenberg, GG Holthausen",3
BR Arnsberg,Märkischen Kreis,Grundschule,131430,"Plettenberg, GG (Verb.) Hallenschule",5
BR Arnsberg,Märkischen Kreis,Grundschule,131441,"Plettenberg, GG Eschenschule",7
BR Arnsberg,Märkischen Kreis,Grundschule,131453,"Plettenberg, GG (Verb.) Martin-Luther",4
BR Arnsberg,Märkischen Kreis,Grundschule,131477,"Werdohl, GG (Verb.) Feldstraße",6
BR Arnsberg,Märkischen Kreis,Grundschule,131507,"Werdohl, KG St.Michael-Schule",7
BR Arnsberg,Märkischen Kreis,Grundschule,131519,"Werdohl, EG Martin Luther",7
BR Arnsberg,Märkischen Kreis,Grundschule,131556,"Nachrodt-Wiblingwerde,GG (Verb.)Nachrodt",3
BR Arnsberg,Märkischen Kreis,Grundschule,131568,"Halver, GG (Verb.) Regenbogenschule",3
BR Arnsberg,Märkischen Kreis,Grundschule,131581,"Halver, GG Lindenhofschule",2
BR Arnsberg,Märkischen Kreis,Grundschule,131600,"Kierspe, GG (Verb.) Bismarckschule",1
BR Arnsberg,Märkischen Kreis,Grundschule,131611,"Kierspe, GG (Verb.) Pestalozzi",3
BR Arnsberg,Märkischen Kreis,Grundschule,131623,"Lüdenscheid, GG Lösenbach",3
BR Arnsberg,Märkischen Kreis,Grundschule,131635,"Lüdenscheid, GG Otfried-Preußler-Schule",4
BR Arnsberg,Märkischen Kreis,Grundschule,131659,"Lüdenscheid, GG Adolf-Kolping-Schule",6
BR Arnsberg,Märkischen Kreis,Grundschule,131660,"Lüdenscheid, GG Pestalozzi",7
BR Arnsberg,Märkischen Kreis,Grundschule,131684,"Lüdenscheid, GG Westschule",7
BR Arnsberg,Märkischen Kreis,Grundschule,131702,"Lüdenscheid, GG Knapper",8
BR Arnsberg,Märkischen Kreis,Grundschule,131738,"Lüdenscheid, GG Bierbaum",3
BR Arnsberg,Märkischen Kreis,Grundschule,131751,"Lüdenscheid, GG Wehberger",5
BR Arnsberg,Märkischen Kreis,Grundschule,131775,"Meinerzhagen, GG Auf der Wahr",5
BR Arnsberg,Märkischen Kreis,Grundschule,131799,"Meinerzhagen, GG Ebbeschule-Valbert",2
BR Arnsberg,Märkischen Kreis,Grundschule,131817,"Neuenrade, GG (Verb.) Burgschule",4
BR Arnsberg,Märkischen Kreis,Grundschule,131842,"Schalksmühle, GG Spormecke",2
BR Arnsberg,Märkischen Kreis,Grundschule,131970,"Balve, GG St. Johannes Balve",3
BR Arnsberg,Märkischen Kreis,Grundschule,131982,"Balve, GG Beckum",1
BR Arnsberg,Märkischen Kreis,Grundschule,132007,"Balve, KG Dreikönige",1
BR Arnsberg,Märkischen Kreis,Grundschule,133267,"Iserlohn, GG Saat",3
BR Arnsberg,Märkischen Kreis,Grundschule,133280,"Iserlohn, GG Bartholomäusschule",2
BR Arnsberg,Märkischen Kreis,Grundschule,133292,"Iserlohn, KG Kilianschule",5
BR Arnsberg,Märkischen Kreis,Grundschule,133309,"Menden, KG Josefschule Menden",4
BR Arnsberg,Märkischen Kreis,Grundschule,133322,"Menden, GG (Verb.) Albert-Schweitzer",2
BR Arnsberg,Märkischen Kreis,Grundschule,133437,"Hemer, GG Oesetalschule",2
BR Arnsberg,Märkischen Kreis,Grundschule,133449,"Hemer, GG Deilinghofenerschule",1
BR Arnsberg,Märkischen Kreis,Grundschule,133450,"Hemer, GG Brabeckschule",1
BR Arnsberg,Märkischen Kreis,Grundschule,133462,"Hemer, GG Woesteschule",4
BR Arnsberg,Märkischen Kreis,Grundschule,133474,"Hemer, GG Freiherr-vom-Stein",6
BR Arnsberg,Märkischen Kreis,Grundschule,133486,"Hemer, GG Diesterwegschule",3
BR Arnsberg,Märkischen Kreis,Grundschule,133498,"Hemer, GG Wulfertschule",5
BR Arnsberg,Märkischen Kreis,Grundschule,133504,"Hemer, GG Ihmerter",2
BR Arnsberg,Märkischen Kreis,Grundschule,133516,"Menden, GG Nikolaus-Groß-Schule/Bösperde",2
BR Arnsberg,Märkischen Kreis,Grundschule,133530,"Menden, GG (Verb.) Bischof-von-Ketteler",4
BR Arnsberg,Märkischen Kreis,Grundschule,133565,"Menden, KG Josefschule Lendringsen",4
BR Arnsberg,Märkischen Kreis,Grundschule,133590,"Iserlohn, GG Sümmern",1
BR Arnsberg,Märkischen Kreis,Grundschule,151646,"Iserlohn, GG Hennen",1
BR Arnsberg,Märkischen Kreis,Grundschule,151658,"Iserlohn, GG Kalthof",5
BR Arnsberg,Märkischen Kreis,Grundschule,185000,"Lüdenscheid, GG Parkstraße",3
BR Arnsberg,Märkischen Kreis,Grundschule,187598,"Lüdenscheid, GG Tinsberger",9
BR Arnsberg,Märkischen Kreis,Grundschule,190731,"Altena, GG (Verb.) Altena",4
BR Arnsberg,Märkischen Kreis,Grundschule,192673,"Iserlohn, GG Auf der Emst",3
BR Arnsberg,Märkischen Kreis,Grundschule,193112,"Menden, GG (Verb.)Platte Heide/Malvenweg",6
BR Arnsberg,Märkischen Kreis,Grundschule,193161,"Lüdenscheid, GG Erwin-Welke-Schule",3
BR Arnsberg,Märkischen Kreis,Grundschule,193574,"Meinerzhagen, GG Am Kohlberg",4
BR Arnsberg,Märkischen Kreis,Hauptschule,148519,"Iserlohn, GH Martin-Luther",9
BR Arnsberg,Märkischen Kreis,Hauptschule,148891,"Plettenberg,GH Zeppelin-Teilst.ort Böddi",5
BR Arnsberg,Märkischen Kreis,Hauptschule,149603,"Iserlohn, GH Letmathe",4
BR Arnsberg,Märkischen Kreis,Hauptschule,185851,"Lüdenscheid, GH Stadtpark",8
BR Arnsberg,Märkischen Kreis,Realschule,163119,"Plettenberg, RS Geschwister-Scholl",2
BR Arnsberg,Märkischen Kreis,Realschule,163120,"Werdohl, RS Brüderstr.",4
BR Arnsberg,Märkischen Kreis,Realschule,163144,"Lüdenscheid, RS Theodor-Heuss",5
BR Arnsberg,Märkischen Kreis,Realschule,163156,"Lüdenscheid,RS Richard-Schirrmann-Schule",6
BR Arnsberg,Märkischen Kreis,Realschule,163235,"Balve, RS Am Krumpaul",2
BR Arnsberg,Märkischen Kreis,Realschule,163363,"Iserlohn, RS Letmathe",1
BR Arnsberg,Märkischen Kreis,Realschule,163375,"Menden, RS Klosterstraße",3
BR Arnsberg,Märkischen Kreis,Realschule,163405,"Hemer, RS Hans-Prinzhorn-Realschule",4
BR Arnsberg,Märkischen Kreis,Realschule,183260,"Iserlohn, RS am Hemberg",5
BR Arnsberg,Märkischen Kreis,PRIMUS,198638,"Schalksmühle, PS Löh",3
BR Arnsberg,Märkischen Kreis,Sekundarschule,100104,"Neuenrade, SK Hönnequellschule",3
BR Arnsberg,Märkischen Kreis,Sekundarschule,197063,"Nachrodt-Wiblingwerde, SK Lenneschule",4
BR Arnsberg,Märkischen Kreis,Sekundarschule,198080,"Meinerzhagen,SK Schulzentrum Rothenstein",4
BR Arnsberg,Märkischen Kreis,Sekundarschule,199412,"Halver, SK Humboldtschule",4
BR Arnsberg,Märkischen Kreis,Gesamtschule,164276,"Kierspe, GE Otto-Ruhe-Str.",3
BR Arnsberg,Märkischen Kreis,Gesamtschule,189560,"Lüdenscheid, GE Adolf-Reichwein",7
BR Arnsberg,Märkischen Kreis,Gesamtschule,189571,"Iserlohn, GE Iserlohn",5
BR Arnsberg,Märkischen Kreis,Gesamtschule,190676,"Werdohl, GE Albert-Einstein",4
BR Arnsberg,Märkischen Kreis,Gesamtschule,195704,"Hemer, GE Europaschule am Friedenspark",3
BR Arnsberg,Märkischen Kreis,Gesamtschule,197312,"Menden, GE Windthorststraße",4
BR Arnsberg,Märkischen Kreis,Gesamtschule,199436,"Iserlohn, GE Seilersee",4
BR Arnsberg,Märkischen Kreis,Gymnasium,169638,"Iserlohn, Gym Märkisches",2
BR Arnsberg,Märkischen Kreis,Gymnasium,169640,"Iserlohn, Gym An der Stenner",4
BR Arnsberg,Märkischen Kreis,Gymnasium,169754,"Altena, Gym Burggymnasium",3
BR Arnsberg,Märkischen Kreis,Gymnasium,169766,"Plettenberg, Gym Albert-Schweitzer",2
BR Arnsberg,Märkischen Kreis,Gymnasium,169778,"Halver, Gym Anne-Frank",2
BR Arnsberg,Märkischen Kreis,Gymnasium,169780,"Lüdenscheid, Gym Bergstadt",3
BR Arnsberg,Märkischen Kreis,Gymnasium,169791,"Lüdenscheid, Gym Geschwister-Scholl",3
BR Arnsberg,Märkischen Kreis,Gymnasium,169808,"Lüdenscheid, Gym Zeppelin-Gymnasium",4
BR Arnsberg,Märkischen Kreis,Gymnasium,170033,"Iserlohn, Gym Letmathe",1
BR Arnsberg,Märkischen Kreis,Gymnasium,170094,"Hemer, Gym Friedrich-Leopold-Woeste",2
BR Arnsberg,Märkischen Kreis,Gymnasium,199631,"Menden, Gym an der Hönne",2
BR Arnsberg,Stadt Bochum,Grundschule,128480,"Bochum, GG Frauenlob",2
BR Arnsberg,Stadt Bochum,Grundschule,128491,"Bochum, GG in der Vöde",4
BR Arnsberg,Stadt Bochum,Grundschule,128510,"Bochum, GG Köllerholz",1
BR Arnsberg,Stadt Bochum,Grundschule,128533,"Bochum, GG Amtmann-Kreyenfeld-Schule",6
BR Arnsberg,Stadt Bochum,Grundschule,128545,"Bochum, GG (Verb.) Lina-Morgenstern",4
BR Arnsberg,Stadt Bochum,Grundschule,128557,"Bochum, GG Linden",3
BR Arnsberg,Stadt Bochum,Grundschule,128569,"Bochum, GG (Verb.)Schule im Kirchviertel",3
BR Arnsberg,Stadt Bochum,Grundschule,128582,"Bochum, GG (Verb.) Emil-von-Behring",5
BR Arnsberg,Stadt Bochum,Grundschule,128594,"Bochum, GG Laer",6
BR Arnsberg,Stadt Bochum,Grundschule,128600,"Bochum, GG Maischützenschule",4
BR Arnsberg,Stadt Bochum,Grundschule,128612,"Bochum, GG Arnoldschule",9
BR Arnsberg,Stadt Bochum,Grundschule,128624,"Bochum, KG Weilenbrink-Schule",5
BR Arnsberg,Stadt Bochum,Grundschule,128636,"Bochum, GG Drusenberg",2
BR Arnsberg,Stadt Bochum,Grundschule,128673,"Bochum, GG Vels-Heide",4
BR Arnsberg,Stadt Bochum,Grundschule,128685,"Bochum, GG Von-Waldthausen-Schule",7
